EmployeeNumber,Age,Gender,Department,JobRole,DistanceFromHome,MonthlyIncome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,OverTime,MaritalStatus,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,StockOptionLevel
1927,28,Male,Sales,Sales Executive,1,6834,2,3,2,4,3,3,3,No,Yes,Married,Travel_Frequently,7,7,7,7,2,1,1
1928,29,Male,Sales,Sales Representative,24,1091,3,3,4,1,3,4,3,Yes,No,Single,Travel_Frequently,1,0,0,1,3,1,0
1929,39,Female,Sales,Sales Executive,21,5736,4,1,1,3,3,3,3,No,No,Married,Non-Travel,3,2,2,10,1,6,1
1931,27,Male,Research & Development,Research Scientist,2,2226,4,2,3,2,3,3,2,No,No,Married,Travel_Rarely,5,3,2,6,3,1,1
1932,34,Male,Research & Development,Research Scientist,22,5747,4,3,2,4,3,2,3,No,Yes,Married,Travel_Frequently,15,10,11,16,3,1,0
1933,28,Female,Sales,Sales Executive,13,9854,2,4,3,3,3,4,3,Yes,Yes,Single,Travel_Rarely,2,0,2,6,0,3,0
1934,47,Male,Research & Development,Research Scientist,14,5467,4,3,3,2,3,3,4,No,No,Married,Non-Travel,8,7,7,16,4,8,1
1935,56,Female,Sales,Sales Executive,11,5380,5,4,2,1,3,3,3,No,No,Married,Travel_Rarely,0,0,0,6,3,4,1
1936,39,Male,Research & Development,Manufacturing Director,9,5151,2,1,3,1,4,4,3,No,No,Married,Travel_Rarely,10,0,9,10,3,1,1
1937,38,Female,Research & Development,Research Scientist,8,2133,3,4,2,2,3,3,3,No,Yes,Divorced,Travel_Frequently,20,11,7,20,3,1,1
1938,58,Female,Sales,Manager,21,17875,3,4,3,4,3,3,2,No,Yes,Married,Travel_Rarely,1,0,0,29,2,4,1
1939,32,Female,Research & Development,Research Scientist,5,2432,2,1,4,3,3,1,3,Yes,Yes,Single,Travel_Frequently,4,1,3,8,2,3,0
1940,38,Male,Research & Development,Research Scientist,9,4771,2,2,3,4,3,4,4,No,No,Divorced,Travel_Rarely,5,2,3,10,0,2,2
1941,49,Male,Research & Development,Research Director,2,19161,1,2,3,4,3,4,3,No,No,Married,Travel_Frequently,5,4,3,28,3,3,0
1943,42,Male,Sales,Sales Executive,12,5087,4,2,3,4,3,3,3,No,Yes,Divorced,Travel_Rarely,0,0,0,14,4,3,2
1944,27,Female,Human Resources,Human Resources,22,2863,3,1,2,2,3,1,3,Yes,No,Married,Travel_Frequently,1,0,0,1,2,1,0
1945,35,Male,Sales,Sales Executive,18,5561,4,2,3,1,3,4,1,No,No,Married,Travel_Rarely,5,3,4,6,2,0,1
1947,28,Male,Research & Development,Research Scientist,16,2144,3,3,3,3,3,3,2,No,No,Single,Non-Travel,5,3,4,5,3,1,0
1948,31,Male,Research & Development,Research Scientist,3,3065,2,3,3,1,3,4,4,No,Yes,Divorced,Non-Travel,4,2,3,4,3,1,1
1949,36,Male,Research & Development,Laboratory Technician,9,2810,4,1,4,2,4,2,3,No,No,Married,Non-Travel,5,4,2,5,3,1,0
1950,34,Male,Sales,Sales Executive,1,9888,3,1,3,4,4,1,2,No,No,Single,Travel_Rarely,14,8,1,14,3,1,0
1951,34,Male,Sales,Sales Executive,13,8628,4,4,3,3,3,3,2,No,No,Divorced,Travel_Rarely,8,7,1,9,2,1,1
1952,26,Male,Research & Development,Laboratory Technician,1,2867,3,3,3,1,3,4,2,No,No,Single,Travel_Rarely,7,7,6,8,6,0,0
1954,29,Male,Research & Development,Healthcare Representative,1,5373,3,1,3,1,3,1,2,No,No,Married,Travel_Rarely,5,3,2,6,5,0,1
1955,32,Female,Research & Development,Healthcare Representative,15,6667,4,3,3,4,3,2,3,No,No,Divorced,Non-Travel,5,1,2,9,6,5,1
1956,31,Male,Research & Development,Research Scientist,1,5003,3,4,1,1,4,2,3,No,No,Married,Travel_Frequently,10,8,7,10,6,1,0
1960,28,Male,Research & Development,Laboratory Technician,17,2367,3,3,2,4,3,1,2,Yes,No,Divorced,Travel_Rarely,4,1,3,6,2,5,1
1961,38,Male,Sales,Sales Representative,1,2858,3,1,2,1,3,1,2,No,No,Single,Travel_Rarely,1,0,0,20,3,4,0
1962,35,Female,Sales,Sales Executive,7,5204,4,3,3,4,3,4,3,No,Yes,Married,Travel_Rarely,10,8,9,10,2,1,0
1965,27,Male,Sales,Sales Executive,9,4105,3,4,3,4,3,1,3,No,No,Single,Travel_Rarely,7,7,7,7,5,1,0
1966,32,Male,Research & Development,Manufacturing Director,5,9679,4,4,2,4,4,2,3,No,No,Single,Travel_Rarely,1,0,0,8,1,8,0
1967,31,Male,Sales,Sales Executive,26,5617,4,1,3,4,3,3,3,Yes,Yes,Married,Travel_Frequently,10,7,8,10,4,1,0
1968,53,Male,Sales,Sales Executive,24,10448,4,1,3,1,3,2,2,Yes,Yes,Single,Travel_Rarely,2,2,2,15,2,6,0
1969,54,Female,Research & Development,Research Scientist,9,2897,2,1,3,3,3,3,2,No,No,Married,Travel_Rarely,4,3,3,9,6,3,2
1970,33,Male,Research & Development,Healthcare Representative,7,5968,2,4,3,3,4,3,3,No,No,Divorced,Travel_Frequently,9,7,8,9,2,1,3
1971,43,Male,Research & Development,Healthcare Representative,11,7510,3,1,3,3,3,2,3,No,No,Married,Travel_Rarely,10,9,9,10,1,1,1
1972,38,Male,Human Resources,Human Resources,1,2991,4,4,3,2,3,2,3,No,Yes,Married,Travel_Frequently,6,2,2,7,2,0,1
1973,55,Male,Human Resources,Manager,26,19636,4,3,4,2,3,1,3,No,Yes,Married,Travel_Rarely,10,9,4,35,0,4,1
1974,31,Female,Research & Development,Laboratory Technician,2,1129,1,4,1,4,3,3,3,No,Yes,Divorced,Travel_Rarely,1,0,0,1,4,1,3
1975,39,Male,Sales,Sales Executive,15,13341,4,2,3,1,3,1,3,No,No,Single,Travel_Rarely,20,8,10,21,3,0,0
1976,42,Male,Research & Development,Research Scientist,23,4332,2,4,2,3,3,4,3,No,No,Single,Non-Travel,20,9,7,20,2,1,0
1979,31,Female,Research & Development,Research Director,10,11031,3,3,3,3,4,3,4,No,No,Married,Non-Travel,11,7,8,13,2,4,1
1980,54,Female,Research & Development,Manufacturing Director,10,4440,3,3,3,1,3,4,3,No,Yes,Single,Travel_Rarely,5,2,4,9,3,6,0
1981,24,Male,Research & Development,Healthcare Representative,1,4617,2,2,2,3,3,2,2,No,No,Single,Travel_Rarely,4,3,2,4,2,1,0
1982,23,Male,Research & Development,Laboratory Technician,12,2647,2,4,3,4,3,3,4,No,No,Single,Travel_Rarely,5,2,4,5,6,1,0
1985,40,Female,Research & Development,Laboratory Technician,11,6323,3,4,3,3,3,1,4,No,No,Married,Travel_Frequently,10,9,4,10,2,1,1
1986,40,Female,Sales,Sales Executive,2,5677,2,2,3,2,3,3,3,No,No,Married,Travel_Rarely,11,8,10,15,4,3,1
1987,25,Female,Human Resources,Human Resources,2,2187,3,3,3,2,3,3,3,No,No,Married,Travel_Rarely,2,0,2,6,3,4,0
1989,30,Male,Research & Development,Laboratory Technician,1,3748,2,4,3,2,3,3,2,No,No,Married,Travel_Rarely,12,8,7,12,6,1,0
1992,25,Male,Research & Development,Laboratory Technician,2,3977,1,4,3,3,3,3,2,No,Yes,Divorced,Travel_Rarely,2,2,2,7,2,6,1
1993,47,Male,Research & Development,Healthcare Representative,25,8633,3,1,3,3,4,2,3,No,No,Single,Travel_Rarely,17,14,11,25,3,2,0
1994,33,Male,Research & Development,Laboratory Technician,1,2008,2,2,2,3,3,3,2,No,No,Divorced,Non-Travel,1,1,0,1,2,1,3
1995,38,Male,Sales,Sales Executive,1,4440,4,4,3,2,3,1,3,No,No,Married,Travel_Rarely,15,13,8,16,3,0,2
1996,31,Male,Sales,Sales Representative,2,3067,2,1,3,3,3,3,3,No,No,Married,Travel_Rarely,2,2,2,3,1,0,1
1997,38,Male,Research & Development,Manufacturing Director,6,5321,4,1,2,3,3,4,3,No,No,Married,Travel_Frequently,8,3,7,10,1,2,1
1998,42,Male,Research & Development,Research Scientist,18,5410,4,4,3,1,3,3,2,No,Yes,Divorced,Travel_Rarely,4,3,2,9,3,6,1
1999,41,Male,Research & Development,Research Scientist,1,2782,3,4,3,4,4,1,3,No,No,Married,Travel_Rarely,5,3,0,12,3,3,1
2000,47,Female,Research & Development,Research Director,1,11957,1,3,3,2,3,1,1,No,No,Married,Non-Travel,13,8,12,14,3,0,2
2003,35,Male,Research & Development,Laboratory Technician,11,2660,4,4,3,3,3,3,3,No,Yes,Married,Travel_Rarely,2,2,2,5,3,7,1
2007,22,Male,Research & Development,Research Scientist,1,3375,2,4,3,3,3,4,4,No,No,Single,Travel_Rarely,3,2,2,4,2,0,0
2008,35,Male,Research & Development,Research Scientist,9,5098,4,2,3,3,3,2,3,No,No,Single,Travel_Rarely,10,7,8,10,5,1,0
2009,33,Female,Research & Development,Healthcare Representative,15,4878,2,2,3,4,3,1,3,No,Yes,Married,Travel_Rarely,9,7,1,10,6,0,1
2010,32,Female,Research & Development,Laboratory Technician,29,2837,4,3,2,2,3,3,3,No,No,Single,Travel_Rarely,6,2,1,6,3,1,0
2012,40,Male,Research & Development,Laboratory Technician,1,2406,4,1,3,4,3,3,2,No,No,Married,Travel_Rarely,1,0,0,8,3,8,2
2013,32,Male,Sales,Sales Representative,1,2269,4,2,2,2,3,2,3,No,No,Married,Travel_Rarely,2,2,2,3,2,0,1
2014,39,Male,Research & Development,Research Scientist,24,4108,1,1,3,4,3,1,3,No,No,Single,Travel_Rarely,7,7,7,18,2,7,0
2015,38,Female,Research & Development,Research Director,10,13206,3,2,1,3,3,1,3,No,No,Married,Travel_Rarely,18,16,11,20,3,3,1
2016,32,Female,Sales,Sales Executive,1,10422,4,3,3,4,3,3,3,No,No,Married,Travel_Rarely,14,10,7,14,3,1,2
2017,37,Female,Research & Development,Research Director,10,13744,3,3,4,4,4,1,3,No,Yes,Married,Travel_Rarely,16,11,8,16,2,1,1
2018,25,Female,Sales,Sales Executive,8,4907,2,1,3,3,4,2,2,No,Yes,Divorced,Travel_Rarely,5,3,4,6,3,0,1
2019,52,Male,Sales,Sales Representative,29,3482,4,1,3,4,3,2,2,No,No,Divorced,Non-Travel,9,8,0,16,3,2,2
2020,44,Male,Research & Development,Research Scientist,1,2436,3,2,3,4,3,3,3,No,Yes,Single,Travel_Rarely,4,3,2,6,2,6,0
2021,21,Male,Sales,Sales Representative,5,2380,1,3,3,1,3,4,3,No,Yes,Single,Travel_Rarely,2,2,2,2,6,1,0
2022,39,Male,Research & Development,Manager,9,19431,3,4,3,4,3,3,2,No,No,Single,Non-Travel,6,0,3,21,3,2,0
2023,23,Male,Sales,Sales Representative,9,1790,3,4,3,1,3,1,2,Yes,No,Married,Travel_Frequently,1,0,0,1,3,1,1
2024,36,Female,Sales,Sales Executive,3,7644,3,1,2,4,3,3,3,No,No,Married,Travel_Rarely,9,7,4,10,2,0,2
2025,36,Female,Research & Development,Manufacturing Director,4,5131,2,4,3,2,3,2,3,No,No,Divorced,Travel_Frequently,4,2,2,18,3,7,3
2026,56,Male,Research & Development,Healthcare Representative,1,6306,4,3,3,3,4,1,2,No,No,Divorced,Non-Travel,13,12,9,13,2,1,1
2027,29,Male,Research & Development,Research Scientist,1,4787,4,1,3,4,3,2,4,Yes,Yes,Married,Travel_Rarely,2,2,2,4,3,9,3
2031,42,Male,Research & Development,Manager,2,18880,3,1,3,3,3,1,2,No,No,Married,Travel_Rarely,22,6,14,24,2,5,0
2032,56,Male,Research & Development,Laboratory Technician,7,2339,2,4,3,3,3,4,1,Yes,No,Married,Travel_Rarely,10,9,8,14,4,8,1
2034,41,Female,Research & Development,Manufacturing Director,28,13570,4,1,2,2,4,3,3,No,No,Married,Travel_Rarely,20,7,10,21,3,0,1
2035,34,Female,Sales,Sales Executive,28,6712,3,4,2,3,4,4,3,No,No,Married,Travel_Rarely,8,7,7,8,2,1,2
2036,36,Male,Sales,Sales Executive,15,5406,4,4,1,4,4,1,2,No,No,Divorced,Non-Travel,15,12,11,15,4,1,1
2037,41,Male,Sales,Sales Executive,3,8938,3,3,2,2,3,3,3,No,No,Divorced,Travel_Rarely,5,4,4,14,5,2,1
2038,32,Male,Research & Development,Research Scientist,2,2439,3,4,3,1,3,4,3,No,No,Single,Travel_Rarely,4,2,2,4,4,1,0
2040,35,Female,Human Resources,Human Resources,26,8837,4,3,3,4,3,3,3,No,Yes,Single,Travel_Rarely,9,0,7,9,2,1,0
2041,38,Female,Sales,Sales Executive,10,5343,2,1,3,4,3,3,3,No,No,Married,Travel_Rarely,10,7,9,10,1,1,1
2044,50,Male,Sales,Sales Executive,1,6728,4,2,3,3,3,4,3,Yes,No,Divorced,Travel_Frequently,6,3,1,12,3,7,2
2045,36,Female,Sales,Sales Executive,11,6652,4,2,2,4,3,1,2,No,No,Married,Travel_Rarely,6,3,0,8,2,4,1
2046,45,Female,Sales,Sales Executive,20,4850,3,4,3,3,3,3,3,No,No,Single,Travel_Rarely,5,3,1,8,3,8,0
2048,40,Male,Research & Development,Research Scientist,2,2809,4,3,2,3,3,4,3,No,No,Single,Travel_Rarely,2,2,2,8,2,2,0
2049,35,Male,Research & Development,Healthcare Representative,18,5689,4,3,3,3,3,4,4,No,Yes,Married,Travel_Frequently,10,2,2,10,2,1,2
2051,40,Female,Research & Development,Research Scientist,2,2001,4,3,3,3,3,2,3,No,No,Married,Travel_Rarely,5,3,2,20,2,2,3
2052,35,Female,Research & Development,Research Scientist,1,2977,4,3,1,4,3,4,3,No,No,Married,Travel_Rarely,4,3,1,4,5,1,1
2053,29,Male,Research & Development,Laboratory Technician,13,4025,2,4,2,2,3,1,3,No,Yes,Married,Travel_Rarely,4,3,3,10,2,4,1
2054,29,Female,Research & Development,Research Scientist,28,3785,4,4,2,1,3,2,1,No,No,Single,Travel_Rarely,5,4,4,5,3,1,0
2055,50,Male,Sales,Sales Executive,28,10854,3,4,2,1,3,2,3,Yes,Yes,Divorced,Travel_Rarely,3,2,0,20,3,4,1
2056,39,Female,Sales,Sales Executive,24,12031,1,2,2,4,3,1,2,No,No,Married,Travel_Rarely,20,9,6,21,2,0,1
2057,31,Male,Research & Development,Manufacturing Director,5,9936,3,2,3,1,3,2,3,No,No,Single,Non-Travel,9,4,7,10,2,0,0
2060,26,Female,Sales,Sales Representative,5,2966,3,4,2,3,3,4,3,No,No,Single,Travel_Rarely,4,2,0,5,2,0,0
2061,36,Male,Research & Development,Laboratory Technician,23,2571,2,3,4,4,3,3,3,No,No,Married,Travel_Frequently,5,2,3,17,3,4,1
2062,39,Male,Research & Development,Healthcare Representative,6,9991,1,4,2,1,3,1,3,No,No,Married,Travel_Rarely,7,7,7,9,5,4,1
2064,27,Male,Research & Development,Manufacturing Director,4,6142,3,2,4,2,4,2,3,No,Yes,Married,Travel_Rarely,6,2,3,6,0,1,1
2065,49,Male,Sales,Sales Executive,2,5390,3,4,2,2,3,4,2,No,No,Married,Travel_Frequently,9,6,8,17,3,2,0
2068,34,Male,Research & Development,Laboratory Technician,8,4404,3,2,4,3,3,1,4,No,No,Married,Travel_Rarely,4,3,2,6,3,2,0
